Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Provision for Loan Losses";"Non-Cash Items";"Change in Working Capital";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Loans & Interbank";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Effect of Foreign Exchange Rates";"Net Change in Cash"
MTB;335339;USD;2015;Q1;2015-03-31;2015-05-08;132049000;132769000;241613000;43170000;38000000;35986000;99597000;458366000;-9598000;-410699000;;-1802336000;-110999000;1499022000;;1337466000;;-6504000
MTB;335339;USD;2015;Q2;2015-06-30;2015-08-05;132356000;133116000;286688000;42359000;30000000;-54739000;-204591000;99717000;-13797000;1687729000;;1247755000;-116914000;-361424000;;-1363467000;;-15995000
MTB;335339;USD;2015;Q3;2015-09-30;2015-10-30;132630000;133376000;280401000;41965000;44000000;-23075000;346466000;689757000;-19349000;-1266389000;;-1038489000;-111239000;19201000;;247578000;;-101154000
MTB;335339;USD;2015;Q4;2015-12-31;2016-02-19;150177000;150871000;270965000;47855000;58000000;370665000;-252917000;494568000;-39192000;4556337000;;9307352000;-117135000;-10736678000;;-9683584000;;118336000
MTB;335339;USD;2016;Q1;2016-03-31;2016-04-29;158734000;159181000;298528000;51709000;49000000;44676000;4307000;448220000;-16307000;-2352943000;;-2015275000;-129368000;-661025000;-100000000;1377190000;;-189865000
MTB;335339;USD;2016;Q2;2016-06-30;2016-08-04;157802000;158341000;336031000;50190000;32000000;39305000;-255715000;201811000;-20312000;661218000;;1108177000;-134446000;-1355169000;-154000000;-1203721000;;106267000
MTB;335339;USD;2016;Q3;2016-09-30;2016-11-04;155493000;156026000;349984000;49515000;47000000;-21439000;-3001000;422059000;-28658000;-3391339000;;-3091100000;-127231000;-297542000;-350000000;2716801000;;47760000
MTB;335339;USD;2016;Q4;2016-12-31;2017-02-22;155091000;155668000;330571000;49177000;62000000;48249000;-378676000;111321000;-42416000;4894788000;;3277430000;-132116000;-743267000;-42334000;-3400404000;;-11653000
MTB;335339;USD;2017;Q1;2017-03-31;2017-05-05;154427000;154949000;348927000;49392000;55000000;25084000;807413000;1285816000;-21521000;-1090723000;;-826007000;-133934000;-1379750000;-532073000;-493396000;;-33587000
MTB;335339;USD;2017;Q2;2017-06-30;2017-08-07;152857000;153276000;381053000;50026000;52000000;-29220000;-116388000;337471000;-28341000;2306291000;;2490805000;-133192000;1081902000;-224894000;-2769760000;;58516000
MTB;335339;USD;2017;Q3;2017-09-30;2017-11-03;151347000;151691000;355923000;51029000;30000000;-13905000;19532000;442579000;-12653000;-214579000;;514539000;-131882000;-548196000;-224724000;-934344000;;22774000
MTB;335339;USD;2017;Q4;2017-12-31;2018-02-22;150005000;150288000;322403000;46678000;31000000;365364000;-49376000;716069000;-16451000;889999000;;1215588000;-131128000;-429789000;-224214000;-1879021000;;52636000
MTB;335339;USD;2018;Q1;2018-03-31;2018-05-04;148688000;148905000;352610000;45569000;43000000;-129319000;172319000;484179000;-9544000;-637482000;;-248530000;-129686000;1946432000;-720966000;-363873000;;-128224000
MTB;335339;USD;2018;Q2;2018-06-30;2018-08-02;144825000;144998000;493160000;45750000;35000000;-3399000;-533448000;37063000;-27572000;168418000;;911518000;-134139000;1411109000;-475096000;-872151000;;76430000
MTB;335339;USD;2018;Q3;2018-09-30;2018-11-05;142822000;142976000;526091000;44597000;16000000;41627000;390060000;1018375000;-22186000;734918000;;873742000;-161183000;-1156935000;-498500000;-1949600000;;-57483000
MTB;335339;USD;2018;Q4;2018-12-31;2019-02-20;139633000;139725000;546219000;43089000;38000000;83445000;-160518000;550235000;-38374000;-3460791000;;-2946781000;-157895000;2336781000;-499834000;2690374000;;293828000
MTB;335339;USD;2019;Q1;2019-03-31;2019-05-02;137889000;137920000;482742000;72172000;22000000;8270000;-171878000;413306000;-30710000;112521000;;271261000;-156963000;-796951000;-365628000;-1022746000;;-338179000
NAVI;551008;USD;2013;Q4;2013-12-31;2014-10-30;433000000;445000000;210000000;;190000000;-42000000;114000000;568000000;;71000000;;2570000000;-70000000;-1787000000;-200000000;-2277000000;;861000000
NAVI;551008;USD;2014;Q1;2014-03-31;2014-05-09;427000000;435000000;219000000;;185000000;-159000000;313000000;558000000;;2000000;;992000000;-69000000;-3449000000;-200000000;-2998000000;;-1448000000
NAVI;551008;USD;2014;Q2;2014-06-30;2014-08-01;422000000;430000000;306000000;;165000000;-204000000;287000000;555000000;;1000000;;2236000000;-64000000;-3139000000;-65000000;-4897000000;;-2106000000
NAVI;551008;USD;2014;Q3;2014-09-30;2014-10-30;415000000;423000000;361000000;;140000000;-258000000;261000000;502000000;;0;;1655000000;-62000000;-3453000000;-167000000;-1851000000;;306000000
NAVI;551008;USD;2014;Q4;2014-12-31;2015-02-27;404000000;412000000;251000000;;157000000;-128000000;-232000000;49000000;;1000000;;-6536000000;-60000000;2328000000;-168000000;5988000000;;-499000000
NAVI;551008;USD;2015;Q1;2015-03-31;2015-04-30;398000000;405000000;292000000;;125000000;-216000000;298000000;499000000;;193000000;-181000000;2740000000;-63000000;-3466000000;-300000000;-2631000000;;608000000
NAVI;551008;USD;2015;Q2;2015-06-30;2015-08-03;381000000;387000000;182000000;;198000000;-131000000;307000000;556000000;;194000000;0;2560000000;-61000000;-4392000000;-300000000;-3553000000;;-437000000
NAVI;551008;USD;2015;Q3;2015-09-30;2015-10-30;369000000;375000000;236000000;;123000000;-168000000;213000000;404000000;;0;0;2049000000;-58000000;-4673000000;-175000000;-2762000000;;-309000000
NAVI;551008;USD;2015;Q4;2015-12-31;2016-02-25;356000000;361000000;273000000;;135000000;-237000000;280000000;451000000;;183000000;-161000000;3337000000;-58000000;-3495000000;-170000000;-3499000000;;289000000
NAVI;551008;USD;2016;Q1;2016-03-31;2016-04-28;339000000;343000000;181000000;;111000000;-115000000;165000000;342000000;;;;2185000000;-54000000;-4357000000;-200000000;-2953000000;;-426000000
NAVI;551008;USD;2016;Q2;2016-06-30;2016-07-25;322000000;328000000;124000000;;110000000;-7000000;202000000;429000000;;;;3202000000;-51000000;-5476000000;-175000000;-3422000000;;209000000
NAVI;551008;USD;2016;Q3;2016-09-30;2016-11-07;310000000;316000000;230000000;;106000000;-138000000;145000000;343000000;;0;;3111000000;-49000000;-3626000000;-200000000;-3008000000;;446000000
NAVI;551008;USD;2016;Q4;2016-12-31;2017-02-24;293000000;301000000;146000000;;102000000;-7000000;2000000;243000000;;1000000;;2913000000;-47000000;-5141000000;-180000000;-3726000000;;-570000000
NAVI;551008;USD;2017;Q1;2017-03-31;2017-04-27;289000000;296000000;88000000;;107000000;33000000;122000000;350000000;;;;3011000000;-46000000;-4893000000;-110000000;-3250000000;;111000000
